Council,Financial,Date,Value ($000)
Queenstown-Lakes District,34 Net Investing Cash Flows,2008,-57449
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2008,25800
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2008,1603
Queenstown-Lakes District,37 Net Financing Cash Flows,2008,24197
Queenstown-Lakes District,26 Operating Receipts,2009,80879
Queenstown-Lakes District,27 Operating Payments,2009,46402
Queenstown-Lakes District,28 Net Operating Cash Flows,2009,34477
Queenstown-Lakes District,29 Receipts from Investing Activities,2009,4000
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2009,51374
Queenstown-Lakes District,31 Fixed asset purchases,2009,0
Queenstown-Lakes District,32 Renewals,2009,0
Queenstown-Lakes District,33 Purchase of Other investments,2009,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2009,-47374
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2009,15700
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2009,3263
Queenstown-Lakes District,37 Net Financing Cash Flows,2009,12437
Queenstown-Lakes District,26 Operating Receipts,2010,95755
Queenstown-Lakes District,27 Operating Payments,2010,48915
Queenstown-Lakes District,28 Net Operating Cash Flows,2010,46840
Queenstown-Lakes District,29 Receipts from Investing Activities,2010,0
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2010,66912
Queenstown-Lakes District,31 Fixed asset purchases,2010,0
Queenstown-Lakes District,32 Renewals,2010,0
Queenstown-Lakes District,33 Purchase of Other investments,2010,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2010,-66912
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2010,20689
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2010,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2010,20689
Queenstown-Lakes District,26 Operating Receipts,2011,103413
Queenstown-Lakes District,27 Operating Payments,2011,51259
Queenstown-Lakes District,28 Net Operating Cash Flows,2011,52154
Queenstown-Lakes District,29 Receipts from Investing Activities,2011,8192
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2011,62041
Queenstown-Lakes District,31 Fixed asset purchases,2011,0
Queenstown-Lakes District,32 Renewals,2011,0
Queenstown-Lakes District,33 Purchase of Other investments,2011,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2011,-53849
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2011,1522
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2011,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2011,1522
Queenstown-Lakes District,26 Operating Receipts,2012,96640
Queenstown-Lakes District,27 Operating Payments,2012,53785
Queenstown-Lakes District,28 Net Operating Cash Flows,2012,42855
Queenstown-Lakes District,29 Receipts from Investing Activities,2012,6251
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2012,67816
Queenstown-Lakes District,31 Fixed asset purchases,2012,0
Queenstown-Lakes District,32 Renewals,2012,0
Queenstown-Lakes District,33 Purchase of Other investments,2012,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2012,-61565
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2012,18567
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2012,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2012,18567
Queenstown-Lakes District,26 Operating Receipts,2013,103863
Queenstown-Lakes District,27 Operating Payments,2013,56656
Queenstown-Lakes District,28 Net Operating Cash Flows,2013,47207
Queenstown-Lakes District,29 Receipts from Investing Activities,2013,8523
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2013,63036
Queenstown-Lakes District,31 Fixed asset purchases,2013,0
Queenstown-Lakes District,32 Renewals,2013,0
Queenstown-Lakes District,33 Purchase of Other investments,2013,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2013,-54513
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2013,7456
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2013,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2013,7456
Queenstown-Lakes District,26 Operating Receipts,2014,101993
Queenstown-Lakes District,27 Operating Payments,2014,59505
Queenstown-Lakes District,28 Net Operating Cash Flows,2014,42488
Queenstown-Lakes District,29 Receipts from Investing Activities,2014,0
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2014,49688
Queenstown-Lakes District,31 Fixed asset purchases,2014,0
Queenstown-Lakes District,32 Renewals,2014,0
Queenstown-Lakes District,33 Purchase of Other investments,2014,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2014,-49688
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2014,7114
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2014,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2014,7114
Queenstown-Lakes District,26 Operating Receipts,2015,107562
Queenstown-Lakes District,27 Operating Payments,2015,61906
Queenstown-Lakes District,28 Net Operating Cash Flows,2015,45656
Queenstown-Lakes District,29 Receipts from Investing Activities,2015,6575
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2015,50795
Queenstown-Lakes District,31 Fixed asset purchases,2015,0
Queenstown-Lakes District,32 Renewals,2015,0
Queenstown-Lakes District,33 Purchase of Other investments,2015,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2015,-44220
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2015,0
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2015,1447
Queenstown-Lakes District,37 Net Financing Cash Flows,2015,447
Queenstown-Lakes District,26 Operating Receipts,2016,113434
Queenstown-Lakes District,27 Operating Payments,2016,64150
Queenstown-Lakes District,28 Net Operating Cash Flows,2016,49284
Queenstown-Lakes District,29 Receipts from Investing Activities,2016,0
Queenstown-Lakes District,30 Purchase of Property Plant & Equipment,2016,63230
Queenstown-Lakes District,31 Fixed asset purchases,2016,0
Queenstown-Lakes District,32 Renewals,2016,0
Queenstown-Lakes District,33 Purchase of Other investments,2016,0
Queenstown-Lakes District,34 Net Investing Cash Flows,2016,-63230
Queenstown-Lakes District,35 Cash Receipts from Financing Activities,2016,14224
Queenstown-Lakes District,36 Cash Outgoings from Financing Activities,2016,0
Queenstown-Lakes District,37 Net Financing Cash Flows,2016,14224
Rangitikei District,26 Operating Receipts,2007,24025
Rangitikei District,27 Operating Payments,2007,13664
Rangitikei District,28 Net Operating Cash Flows,2007,10361
Rangitikei District,29 Receipts from Investing Activities,2007,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2007,14505
Rangitikei District,31 Fixed asset purchases,2007,0
Rangitikei District,32 Renewals,2007,0
Rangitikei District,33 Purchase of Other investments,2007,0
Rangitikei District,34 Net Investing Cash Flows,2007,4505
Rangitikei District,35 Cash Receipts from Financing Activities,2007,0
Rangitikei District,36 Cash Outgoings from Financing Activities,2007,10
Rangitikei District,37 Net Financing Cash Flows,2007,0
Rangitikei District,26 Operating Receipts,2008,26978
Rangitikei District,27 Operating Payments,2008,13298
Rangitikei District,28 Net Operating Cash Flows,2008,13680
Rangitikei District,29 Receipts from Investing Activities,2008,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2008,17236
Rangitikei District,31 Fixed asset purchases,2008,0
Rangitikei District,32 Renewals,2008,0
Rangitikei District,33 Purchase of Other investments,2008,0
Rangitikei District,34 Net Investing Cash Flows,2008,7236
Rangitikei District,35 Cash Receipts from Financing Activities,2008,0
Rangitikei District,36 Cash Outgoings from Financing Activities,2008,0
Rangitikei District,37 Net Financing Cash Flows,2008,0
Rangitikei District,26 Operating Receipts,2009,27294
Rangitikei District,27 Operating Payments,2009,14147
Rangitikei District,28 Net Operating Cash Flows,2009,13147
Rangitikei District,29 Receipts from Investing Activities,2009,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2009,13112
Rangitikei District,31 Fixed asset purchases,2009,0
Rangitikei District,32 Renewals,2009,0
Rangitikei District,33 Purchase of Other investments,2009,0
Rangitikei District,34 Net Investing Cash Flows,2009,3112
Rangitikei District,35 Cash Receipts from Financing Activities,2009,1100
Rangitikei District,36 Cash Outgoings from Financing Activities,2009,0
Rangitikei District,37 Net Financing Cash Flows,2009,1100
Rangitikei District,26 Operating Receipts,2010,25840
Rangitikei District,27 Operating Payments,2010,14688
Rangitikei District,28 Net Operating Cash Flows,2010,11152
Rangitikei District,29 Receipts from Investing Activities,2010,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2010,13848
Rangitikei District,31 Fixed asset purchases,2010,0
Rangitikei District,32 Renewals,2010,0
Rangitikei District,33 Purchase of Other investments,2010,0
Rangitikei District,34 Net Investing Cash Flows,2010,3848
Rangitikei District,35 Cash Receipts from Financing Activities,2010,2569
Rangitikei District,36 Cash Outgoings from Financing Activities,2010,367
Rangitikei District,37 Net Financing Cash Flows,2010,2202
Rangitikei District,26 Operating Receipts,2011,28265
Rangitikei District,27 Operating Payments,2011,14760
Rangitikei District,28 Net Operating Cash Flows,2011,13505
Rangitikei District,29 Receipts from Investing Activities,2011,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2011,16770
Rangitikei District,31 Fixed asset purchases,2011,0
Rangitikei District,32 Renewals,2011,0
Rangitikei District,33 Purchase of Other investments,2011,0
Rangitikei District,34 Net Investing Cash Flows,2011,6770
Rangitikei District,35 Cash Receipts from Financing Activities,2011,4304
Rangitikei District,36 Cash Outgoings from Financing Activities,2011,1223
Rangitikei District,37 Net Financing Cash Flows,2011,3081
Rangitikei District,26 Operating Receipts,2012,29667
Rangitikei District,27 Operating Payments,2012,15736
Rangitikei District,28 Net Operating Cash Flows,2012,13931
Rangitikei District,29 Receipts from Investing Activities,2012,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2012,19010
Rangitikei District,31 Fixed asset purchases,2012,0
Rangitikei District,32 Renewals,2012,0
Rangitikei District,33 Purchase of Other investments,2012,0
Rangitikei District,34 Net Investing Cash Flows,2012,9010
Rangitikei District,35 Cash Receipts from Financing Activities,2012,8034
Rangitikei District,36 Cash Outgoings from Financing Activities,2012,2658
Rangitikei District,37 Net Financing Cash Flows,2012,5376
Rangitikei District,26 Operating Receipts,2013,31311
Rangitikei District,27 Operating Payments,2013,16342
Rangitikei District,28 Net Operating Cash Flows,2013,14969
Rangitikei District,29 Receipts from Investing Activities,2013,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2013,15379
Rangitikei District,31 Fixed asset purchases,2013,0
Rangitikei District,32 Renewals,2013,0
Rangitikei District,33 Purchase of Other investments,2013,0
Rangitikei District,34 Net Investing Cash Flows,2013,5379
Rangitikei District,35 Cash Receipts from Financing Activities,2013,5552
Rangitikei District,36 Cash Outgoings from Financing Activities,2013,4969
Rangitikei District,37 Net Financing Cash Flows,2013,583
Rangitikei District,26 Operating Receipts,2014,28439
Rangitikei District,27 Operating Payments,2014,16772
Rangitikei District,28 Net Operating Cash Flows,2014,11667
Rangitikei District,29 Receipts from Investing Activities,2014,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2014,9548
Rangitikei District,31 Fixed asset purchases,2014,0
Rangitikei District,32 Renewals,2014,0
Rangitikei District,33 Purchase of Other investments,2014,0
Rangitikei District,34 Net Investing Cash Flows,2014,-9548
Rangitikei District,35 Cash Receipts from Financing Activities,2014,3386
Rangitikei District,36 Cash Outgoings from Financing Activities,2014,5963
Rangitikei District,37 Net Financing Cash Flows,2014,-2577
Rangitikei District,26 Operating Receipts,2015,29307
Rangitikei District,27 Operating Payments,2015,16965
Rangitikei District,28 Net Operating Cash Flows,2015,12342
Rangitikei District,29 Receipts from Investing Activities,2015,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2015,9732
Rangitikei District,31 Fixed asset purchases,2015,0
Rangitikei District,32 Renewals,2015,0
Rangitikei District,33 Purchase of Other investments,2015,0
Rangitikei District,34 Net Investing Cash Flows,2015,-9732
Rangitikei District,35 Cash Receipts from Financing Activities,2015,3211
Rangitikei District,36 Cash Outgoings from Financing Activities,2015,5657
Rangitikei District,37 Net Financing Cash Flows,2015,-2446
Rangitikei District,26 Operating Receipts,2016,29138
Rangitikei District,27 Operating Payments,2016,17241
Rangitikei District,28 Net Operating Cash Flows,2016,11897
Rangitikei District,29 Receipts from Investing Activities,2016,0
Rangitikei District,30 Purchase of Property Plant & Equipment,2016,9619
Rangitikei District,31 Fixed asset purchases,2016,0
Rangitikei District,32 Renewals,2016,0
Rangitikei District,33 Purchase of Other investments,2016,0
Rangitikei District,34 Net Investing Cash Flows,2016,-9619
Rangitikei District,35 Cash Receipts from Financing Activities,2016,1352
Rangitikei District,36 Cash Outgoings from Financing Activities,2016,4050
Rangitikei District,37 Net Financing Cash Flows,2016,-2698
Rodney District,26 Operating Receipts,2007,142466
Rodney District,27 Operating Payments,2007,89720
Rodney District,28 Net Operating Cash Flows,2007,52746
Rodney District,29 Receipts from Investing Activities,2007,140
